case_id,article_id,context
iltur_legacy_495,CONST_1950_Art8,"ct, 1935 was repealed by the Governor General under the powers vested in him by s.8 of 248 the Indian Independence Act, 1947 by virtue of the India (provisional Co"
iltur_legacy_495,CONST_1950_Art93,"rder enacted: ""6. Where any law made by the Governor of a Province by virtue of Section 93 of the Government of India Act, 1935, is in force immediately before the appoin"
iltur_legacy_495,CONST_1950_Art226,sent Memo which was filed and subsequently the appellant filed a petition under article 226 of the Constitution in the Punjab High Court challenging the validity of the ac
iltur_legacy_495,CONST_1950_Art133,ther petition filed by the appellant praying for a certificate of fitness under article 133(1)(c) was also dismissed. Thereafter the appellant obtained special leave of th
iltur_legacy_496,CONST_1950_Art133," to stridhanam property. Leave to appeal to the Supreme Court was granted under article 133 of the Constitution. After bearing the learned counsel for the appellant, we fe"
iltur_legacy_497,CONST_1950_Art226," 13, 1954. Feeling aggrieved by this, the respondent preferred a petition under article 226 of the Constitution before the High Court of Nagpur for issue of a writ of mand"
iltur_legacy_497,CONST_1950_Art133, so. The State of Madhya Pradesh sought a certificate from the High Court under article 133(1)(c) of the Constitution. But the certificate was not granted. Thereupon a spe
iltur_legacy_497,CONST_1950_Art136,ot granted. Thereupon a special leave petition was made before this Court under article 136 of the Constitution. Leave was granted by this Court by its order dated March 1
iltur_legacy_499,CONST_1950_Art24,quisition. It was further contended that if the confession was not inadmissible under section 24 of the Evidence Act; it was inadmissible in view of cl. (3) of article 20 of th
iltur_legacy_499,CONST_1950_Art20,"ndian Evidence Act, it was inadmissible in view of the provisions of cl. (3) of article 20 of the Constitution. (11) The prosecution has failed to establish that Dalmia w"
iltur_legacy_499,CONST_1950_Art116,"on exercise of the power will not make the dominion entrusted to him, nugatory. Article 116 of the Articles of Association of the Bharat Insurance Company provides that th"
iltur_legacy_499,CONST_1950_Art117,"s are not, under any particular law or regulation, not to be exercised by them. Article 117 declares certain powers of the Directors. Clause (7) of this Article authorises"
iltur_legacy_499,CONST_1950_Art12, copy of the Bye laws of the Company for registration at your end. By virtue of article 12 clause (e) of the Byelaws of the Company I am empowered to deal in Government S
iltur_legacy_499,CONST_1950_Art13," Securities etc., and to pledge, endorse, withdraw or otherwise deal with them. Article 13 of the bye laws mentions the powers of the Managing Director. Clause (12) of th"
iltur_legacy_499,CONST_1950_Art14,ange and other negotiable instruments in the name and on behalf of the company. Article 14 of the bye laws originally mentioned the powers of the Manager. The Board of Di
iltur_legacy_500,CONST_1950_Art26,"d for criticism ; (f) the constitution of the advisory commit. tees established under section 26, the terms of office of and the manner of filling vacancies among members of th"
iltur_legacy_500,CONST_1950_Art226,"affirming the judgment of a learned Single Judge whereby a petition filed under Article 226 of the constitution by the appellants was dismissed. By their petition, the app"
iltur_legacy_500,CONST_1950_Art64,"ll pronounce upon it. We consider that there is no substance in this objection. Article 64 on which reliance was placed runs in these terms: ""The Board may delegate any o"
iltur_legacy_500,CONST_1950_Art73,"they might relate is to be found in Articles 73 and 74. The relevant portion of Article 73 runs: """"Under and in conformity with any Statutory provisions for the time bein"
iltur_legacy_500,CONST_1950_Art74," as may be considered in the interest of or conducive to the objects of the and Article 74 runs: ""Without prejudice to the generality of the powers to make bye laws confe"
iltur_legacy_500,CONST_1950_Art246,"ure with power to make subordinate Legislation. In the case of the Legislature, article 246 of the Constitution confers a plenary power of Legislation subject to the limit"
iltur_legacy_500,CONST_1950_Art191,"m standing for election fell within the meaning of the words ,under any law"" in article 191 (1) (e) of the Constitution. The High Court held that the regulations were law "
iltur_legacy_502,CONST_1950_Art134,s come in appeal to this Court on a certificate granted by the High Court under article 134 (1) (c) At the time the respondent filed the petition in the High Court only a 
iltur_legacy_504,CONST_1950_Art134,utta in which a preliminary objection has been taken that the certificate under article 134 (1) (e) is not a proper certificate and should therefore be cancelled. A furthe
iltur_legacy_504,CONST_1950_Art136,o whether it is a case in which special leave to appeal should be granted under article 136 if we find that the preliminary objection is well founded. The appellant was tr
iltur_legacy_505,CONST_1950_Art136,and therefore the present appeal has been filed by special leave obtained under article 136 of the Constitution. The submission of Mr. Chatterji learned Counsel for the ap
iltur_legacy_506,CONST_1950_Art14," Act), was unconstitutional as violative of the fundamental right guaranteed by article 14 of the Constitution. The first respondent Ram Nath owns a building in Delhi of "
iltur_legacy_506,CONST_1950_Art227,he appeal was dismissed. Thereafter he moved the High Court of the Punjab under article 227 of the Constitution challenging the correctness and propriety of every finding 
iltur_legacy_508,CONST_1950_Art132,"l. The appellant then applied for a certificate from the High Court, both under article 132 and article 133 of the Constitution. The High Court granted him a certificate u"
iltur_legacy_508,CONST_1950_Art133," then applied for a certificate from the High Court, both under article 132 and article 133 of the Constitution. The High Court granted him a certificate under article 133"
iltur_legacy_509,CONST_1950_Art4, task of considering the merits of this finding. 388 It was then contended that section 4 of the Ordinance contravenes the equality before law guaranteed by article 14 o
iltur_legacy_509,CONST_1950_Art226,appeals are directed against the order passed by the High Court of Orissa under article 226 of the Constitution striking down as unconstitutional sections 4 and 5 (1) of o
iltur_legacy_509,CONST_1950_Art213,"cessary to take immediate action. In exercise of the powers conferred on him by article 213(1) of the Constitution, he was, therefore, pleased to promulgate the Ordinance."
iltur_legacy_509,CONST_1950_Art14,at section 4 of the Ordinance contravenes the equality before law guaranteed by article 14 of the Constitution. It was also urged alternatively that even if section 4 did
iltur_legacy_509,CONST_1950_Art254,anvassing. In regard to section 5(1) the argument was that it was invalid under article 254(1). All these three contentions have been accepted by the High Court and the co
iltur_legacy_510,CONST_1950_Art136,on of India have preferred the above appeals with the leave of this Court under Art.136 of the Constitution. In this judg ment Shri section P. Jain will be referred to
iltur_legacy_510,CONST_1950_Art14,(i) (a) of the Act is bad on the ground that the section is in contravention of article 14 and in consequence void. It will be convenient to dispose of the last contentio
iltur_legacy_511,CONST_1950_Art3," August, 1947 and was to continue until the Ruler attained the age of 18 years. Section 3 of the Act prescribes that for the purpose of the Constitution of the Sirohi St"
iltur_legacy_511,CONST_1950_Art4,rever occurring in the Constitution shall be deemed to be the Board of Regency. Section 4 provided for the constitution of the Board of Regency. It was to consist of Her
iltur_legacy_511,CONST_1950_Art226,"Hussain Haji Yakoob &. Sons, moved the Rajasthan High Court by a petition under article 226 of the Constitution for the issue of a writ in the nature of prohibition or oth"
iltur_legacy_512,CONST_1950_Art14,"he Constitution arises. The only question is whether the appellant comes within section 14 A of the Madras General Sales Tax Act, and it liable to tax Act, as a dealer. I"
iltur_legacy_513,CONST_1950_Art227," and legal representatives made two applications to the Bombay High Court under article 227 of the Constitution against the, Tribunal 's decision. The High Court held that"
